,fecha,obs1,obs2,obs3,r1d1R,r2d1R,r1d1S,r2d1S,r1d2R,r2d2R,r1d2S,r2d2S,obs,year,month,day,hour
137,2020-07-17,0.0,0.000601,0.0999999999999999,0.3913377523422237,0.4131589636053285,2.264705279569901e-05,0.011467102167914,0.0156310200691222,0.0153823287839335,0.0002803815696097,0.0155698129533802,0.0003005,2020,7,17,0
138,2020-07-18,0.0,0.000167,0.06,1.646540637826547,1.948429300414256,8.859546663472429,9.847420088379176,0.4010106325149534,1.290245771929172,0.0005712509155271,0.0184849321348902,8.35e-05,2020,7,18,0
139,2020-07-19,0.0,0.0,0.05,0.6236455142498012,0.8182705435048063,0.0002074674116528,0.0130335346506983,18.203636825084686,15.54567660168131,17.17686294158921,15.806334008377805,0.0,2020,7,19,0
140,2020-07-20,0.0,0.037399,0.01,7.024532787501812,10.982819555708671,5.049619690361467,5.731343143455335,40.33076620101929,41.02483825496743,24.09333229064941,25.137270665376967,0.0186995,2020,7,20,0
141,2020-07-21,28.19400000000001,19.935889000000003,7.130000000000001,10.946865558624268,10.04729884871512,78.9729232788086,100.58206469383737,36.99801063537598,32.10610738209401,101.38829040527344,97.38690138411148,24.064944500000003,2020,7,21,0
142,2020-07-22,11.938,9.88733,2.23,0.2761602401733391,0.929588190161784,31.63130569458007,37.40883182793931,36.22405242919922,37.83738377617842,71.10911178588867,66.04935295154199,10.912665,2020,7,22,0
143,2020-07-23,20.574,,15.97,13.437379881739616,14.592111863331253,107.48524841712788,77.44205295284522,31.951582908630368,34.40228597462701,56.927825927734375,57.75330811818024,20.574,2020,7,23,0
144,2020-07-24,12.954,,2.84,6.438275337219237,5.815356002025879,16.863388061523438,21.362827413755376,1.829730987548828,1.8750036696757972,0.0363578796386716,0.2255217221240947,12.954,2020,7,24,0
145,2020-07-25,3.048,3.128985,1.35,0.3607470840215676,0.5216590207107425,1.1981965070590377,2.8326492363737787,0.410602509975433,1.8719944322680928,0.001107096672058,0.029660670209418,3.0884925,2020,7,25,0
146,2020-07-26,12.954,9.840093,12.96,1.441211028024554,2.47066830885392,1.1130234087069864,2.1932265201918844,1.5701268911361694,2.7183067692820084,2.169633269309998,3.194717566571425,11.3970465,2020,7,26,0
147,2020-07-27,16.002000000000002,12.840211,9.56,46.62275457382202,48.0084965163205,20.847190320491794,24.37730002475101,4.310951232910156,9.33507324753675,0.1262569427490232,0.3662207425524029,14.4211055,2020,7,27,0
148,2020-07-28,6.858,5.75175,0.8200000000000001,7.066970646381378,10.433374109258253,7.356921553611755,15.776588455574466,19.167870521545417,21.97679165888417,0.0185661315917965,0.1049634593528467,6.304874999999999,2020,7,28,0
149,2020-07-29,3.81,3.2194470000000006,4.78,5.173229938372969,7.422341979615148,15.767914958996698,17.33858651072144,0.0009922981262207,0.0016238968218131,0.0,0.0,3.514723500000001,2020,7,29,0
150,2020-07-30,1.778,1.7024209999999995,0.0,1.1273492984473703,1.0555074204451436,0.1472315942100974,0.1616561312865872,3.826618194580078e-05,0.0004018043173863,5.897725209593773,4.906227884877629,1.7402105,2020,7,30,0
151,2020-07-31,,,,,,,,,,,,,2020,7,31,0
152,2020-08-01,0.0,0.0,6.619999999999999,,,,,,,,,0.0,2020,8,1,0
153,2020-08-02,0.0,0.0,0.0,,,,,,,,,0.0,2020,8,2,0
154,2020-08-03,0.0,0.0,0.53,,,,,,,,,0.0,2020,8,3,0
155,2020-08-04,0.0,0.0,0.0,,,,,,,,,0.0,2020,8,4,0
156,2020-08-05,0.0,0.0,0.0,0.0032336264848709,0.0039689447205453,8.429100750717564e-10,0.0029566122367595,0.0043424367904661,0.0048205387098994,0.0044192733184899,0.0210508726016573,0.0,2020,8,5,0
